Date,Real Demand,Predicted Demand
2016-05-24,3.529894,5.407690042000592
2016-05-25,2.323483,3.7908570313336853
2016-05-26,3.382641,2.8230564347761575
2016-05-27,3.274237,4.612527989257634
2016-05-28,1.6383625,2.726717127370596
2016-05-29,0.002488,0.37679128965966036
2016-05-30,3.221946,3.1004906237967016
2016-05-31,3.502141,6.044934717417896
2016-06-01,4.593657,3.4813245998686853
2016-06-02,4.152028,5.419281451235652
2016-06-03,4.025082,4.078570912630618
2016-06-04,2.062816,0.996469608334765
2016-06-05,0.10055,0.4216577371522003
2016-06-06,2.664371,4.206270677047432
2016-06-07,3.807253,4.8180477314865895
2016-06-08,3.594174,3.648979032565475
2016-06-09,3.353794,4.277039327413947
2016-06-10,3.2609,4.596468830138356
2016-06-11,1.68045,1.4454823097181324
