Date,Real Demand,Predicted Demand
2016-01-10,0.307224,0.1108095292848684
2016-01-11,2.277051,4.925826993974656
2016-01-12,6.371741,3.949210761948765
2016-01-13,3.764492,4.078180025110186
2016-01-14,4.001344,4.086388663039267
2016-01-15,3.204563,7.349196470903934
2016-01-16,1.664586,1.5362096945918653
2016-01-17,0.124609,0.26661865299767634
2016-01-18,5.325449,4.032807254281134
2016-01-19,2.711011,3.98381965958488
2016-01-20,3.199452,3.423527864813924
2016-01-21,2.895489,3.940057380767882
2016-01-22,7.222116,3.686846999188036
2016-01-23,3.633808,0.17828582322692502
2016-01-24,0.0455,0.2506789891381376
2016-01-25,4.010323,5.576721733219148
2016-01-26,3.014201,3.7870074978148645
2016-01-27,2.434945,3.561445322731227
2016-01-28,2.833802,2.631578234359354
2016-01-29,3.305801,5.820802647431672
2016-01-30,1.8505455,1.2368465385356993
2016-01-31,0.39529,0.1638435036134236
2016-02-01,5.100227,3.3815464270265703
2016-02-02,4.0558,4.869497563282848
2016-02-03,5.323412,3.5938420449967983
2016-02-04,5.071729,3.68687534148559
2016-02-05,3.731704,3.0842395637044016
2016-02-06,3.5798006666666664,0.012903424242649229
2016-02-07,3.4278973333333336,2.428562947444469
2016-02-08,3.275994,5.13363596719563
2016-02-09,3.077168,4.05703814729622
2016-02-10,3.675462,3.295609333287865
2016-02-11,0.350031,0.371056550505098
2016-02-12,3.251796,4.088237997954667
2016-02-13,0.0,1.4257190189711306
2016-02-14,0.223405,0.2408479760982879
2016-02-15,3.604933,2.735381603918672
2016-02-16,2.686232,4.609451669043959
2016-02-17,2.18642,1.2181978972096892
2016-02-18,2.125914,3.554422632815421
2016-02-19,4.535797,2.661605717688769
2016-02-20,0.1,0.9714590069046767
2016-02-21,0.0,0.17104554713093867
2016-02-22,5.112174,2.9137042545541525
2016-02-23,2.775419,5.1487884680254465
2016-02-24,2.82745,3.249400759913236
2016-02-25,1.766155,4.662670532579214
2016-02-26,3.743929,5.175584929433704
2016-02-27,4.226964666666667,0.46094315078876175
2016-02-28,4.710000333333333,3.407678615835905
2016-02-29,5.193036,3.51937738188988
2016-03-01,4.554147,3.8618243730153443
2016-03-02,4.365375,0.17468122177693995
2016-03-03,3.986265,3.9772885313922766
2016-03-04,4.02437,4.074435299045861
2016-03-05,0.1,0.3183706550183781
2016-03-06,0.005,0.1989021507030428
2016-03-07,4.100344,3.15092367566821
2016-03-08,4.699662,4.1327672901992205
2016-03-09,2.580655,3.8363027245324854
2016-03-10,3.628986,4.554370185141326
2016-03-11,3.938226,3.352659721173704
2016-03-12,1.971623,1.3231108972414736
2016-03-13,0.00502,0.28541232717445125
2016-03-14,3.625851,3.734187788303495
2016-03-15,8.056144,4.570207920060963
2016-03-16,3.216736,2.7597648367831114
2016-03-17,5.316634,3.478352201412708
2016-03-18,3.157581,3.8148479005163614
2016-03-19,1.7837905,1.546940206538722
2016-03-20,0.41,0.5128998594820314
2016-03-21,1.712121,7.901192238995017
2016-03-22,3.810089,4.802269043020189
2016-03-23,3.988966,4.182683390372635
2016-03-24,4.445346,5.218244810968757
2016-03-25,3.920876,3.264101260143519
2016-03-26,1.961088,1.5219743327969613
2016-03-27,0.0013,0.295897058259707
2016-03-28,3.192796,5.329184239634097
2016-03-29,2.697892,4.749685814554036
2016-03-30,2.839889,3.1853247297889293
2016-03-31,6.687889,4.219310200548143
2016-04-01,4.658104,3.3328375315895977
2016-04-02,2.329232,1.048282797242634
2016-04-03,0.00036,0.265279331822116
2016-04-04,3.877174,2.1387377125958955
2016-04-05,6.129956,3.436345668882728
2016-04-06,2.04966,2.8446940075650513
2016-04-07,4.060646,3.007750197715968
2016-04-08,3.976976,4.716091630216807
2016-04-09,2.166015,1.1853304270956815
2016-04-10,0.355054,0.15717428052831073
2016-04-11,4.570534,2.521051245169878
2016-04-12,2.535707,4.259985235557616
2016-04-13,3.148098,2.797841237385601
2016-04-14,3.475078,3.9983592582300904
2016-04-15,3.96509,3.758122268123329
2016-04-16,0.0395,0.14265556956593323
2016-04-17,0.0,0.2057545654093251
2016-04-18,5.038043,2.9622487056188587
2016-04-19,3.597511,5.758629094030679
2016-04-20,2.555546,3.812616535048515
2016-04-21,4.921775,4.003953319209814
2016-04-22,3.288331,4.327372295547217
2016-04-23,3.666882,0.6702786962501258
2016-04-24,4.045433,2.4899582685917916
2016-04-25,4.423984,5.425382130784154
2016-04-26,3.461109,3.7451122678492372
2016-04-27,2.602435,1.921096176365674
2016-04-28,4.194752,2.7881644093967677
2016-04-29,1.600825,2.412757245225713
2016-04-30,0.205466,0.4394233387700432
2016-05-01,0.00155,-0.01042457469436899
2016-05-02,2.36558,3.656859667446822
2016-05-03,0.776965,1.9825636818020795
2016-05-04,0.465203,3.3575434533209805
2016-05-05,1.151777,3.562368514027596
2016-05-06,7.144695,1.5391583268504145
2016-05-07,6.7583693333333335,1.2442121407286826
2016-05-08,6.372043666666667,1.957592198647261
2016-05-09,5.985718,1.3691482359017138
2016-05-10,5.2675,1.1905222341127248
2016-05-11,2.816855,2.3583772331875417
2016-05-12,2.590151,2.037505816075072
2016-05-13,4.680195,1.975447550874025
2016-05-14,2.553525,2.739782040846199
2016-05-15,0.426855,0.5284657592925766
2016-05-16,5.661399,5.143271757899464
2016-05-17,2.87291,3.324814299523682
2016-05-18,2.778182,3.1118281332828404
2016-05-19,2.801538,4.7276210406759684
2016-05-20,4.582989,5.365334249699712
2016-05-21,2.2917725,1.46559323645857
2016-05-22,0.000556,0.47896866751294964
2016-05-23,7.637087,4.845852115851612
